,Month,Day,Temp ,Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Hmdx,Wind Chill,Weather,Binary Weather,Hour,Discrete Weather
6312,3,30,0.1,-12.8,38,26,18,24.1,100.96,29,-9,Clear,Good Weather,16,1
6313,11,19,1.1,-2,80,23,12,24.1,99.17,29,-9,Good Weather,Good Weather,2,1
6314,5,13,17.4,5.3,45,28,20,24.1,100.67,29,-9,Good Weather,Good Weather,9,1
6315,7,22,16.4,14.1,86,29,21,24.1,99.42,29,-9,Good Weather,Good Weather,6,1
6316,7,13,16.5,13.1,80,10,8,24.1,99.63,29,-9,Good Weather,Good Weather,5,1
6317,8,2,10.2,9.5,96,36,1,24.1,100.9,29,-9,Good Weather,Good Weather,3,1
6318,12,3,-0.3,-0.7,98,6,26,6.4,99.28,29,-6,"Freezing Rain,Fog",Bad Weather,16,0
6319,10,24,8.4,8.2,98,8,13,24.1,100.52,29,-9,Good Weather,Good Weather,23,1
6320,11,15,9.2,2.8,64,20,17,24.1,100.34,29,-9,Mostly Cloudy,Bad Weather,16,0
6321,6,27,25.6,19.1,67,16,14,24.1,98.89,32,-9,Mostly Cloudy,Bad Weather,13,0
6322,7,1,19.7,17.8,89,11,13,6.4,100.04,29,-9,Smoke,Bad Weather,0,0
6323,2,25,-13.9,-22.2,50,14,7,24.1,101.53,29,-19,Good Weather,Good Weather,11,1
6324,3,26,2.6,1.2,91,18,25,12.9,98.53,29,-9,Rain,Bad Weather,1,0
6325,7,9,19.1,16.6,85,26,7,24.1,99.67,29,-9,Good Weather,Good Weather,6,1
6326,4,14,17.7,0.8,32,9,18,24.1,100.05,29,-9,Mainly Clear,Good Weather,10,1
6327,10,19,11.6,5.8,68,13,8,24.1,99.86,29,-9,Good Weather,Good Weather,18,1
6328,2,26,-6.7,-10.1,77,19,4,24.1,99.18,29,-9,Good Weather,Good Weather,14,1
6329,10,17,4.1,4,100,25,8,24.1,99.84,29,-9,Good Weather,Good Weather,5,1
6330,12,1,5.1,0.5,72,25,9,24.1,99.69,29,-9,Cloudy,Bad Weather,1,0
6331,9,18,14.3,13,91,21,8,24.1,99.71,29,-9,Mostly Cloudy,Bad Weather,1,0
6332,2,25,-17.1,-22.1,65,13,4,24.1,101.75,29,-20,Good Weather,Good Weather,9,1
6333,12,31,-5.8,-10.4,70,30,17,24.1,100.23,29,-12,Good Weather,Good Weather,11,1
6334,10,14,11.9,5.2,63,35,11,24.1,99.49,29,-9,Good Weather,Good Weather,17,1
6335,12,29,2.2,2.2,100,3,8,9.7,99.18,29,-9,"Rain,Fog",Bad Weather,2,0
6336,11,24,-8,-15.4,56,23,6,24.1,101.25,29,-11,Good Weather,Good Weather,23,1
6337,11,13,-6.5,-8.9,83,36,2,24.1,101.46,29,-7,Good Weather,Good Weather,5,1
6338,3,31,-0.1,-1.8,88,10,16,3.2,100.32,29,-5,Snow,Bad Weather,14,0
6339,7,8,24.7,9.2,37,20,17,24.1,99.54,26,-9,Good Weather,Good Weather,18,1
6340,3,30,-4.4,-11.7,57,26,20,24.1,101.17,29,-11,Mainly Clear,Good Weather,10,1
6341,7,14,25.1,15.9,56,15,4,24.1,99.86,30,-9,Good Weather,Good Weather,17,1
6342,6,15,19.5,13.2,67,9,9,24.1,99.14,29,-9,Good Weather,Good Weather,21,1
6343,10,19,16.1,5.5,49,17,18,24.1,100.15,29,-9,Good Weather,Good Weather,12,1
6344,2,22,-11.8,-16.4,69,30,27,24.1,100.49,29,-21,Mostly Cloudy,Bad Weather,4,0
6345,5,17,8.7,-8.8,28,34,23,24.1,100.24,29,-9,Good Weather,Good Weather,14,1
6346,10,22,4.2,3.5,95,29,20,16.1,98.52,29,-9,Rain,Bad Weather,6,0
6347,5,21,21.8,11.4,51,26,23,24.1,100,29,-9,Good Weather,Good Weather,14,1
6348,4,28,5,0.3,71,7,14,24.1,100.78,29,-9,Good Weather,Good Weather,6,1
6349,7,16,26.1,20.9,73,24,8,24.1,99.32,34,-9,Good Weather,Good Weather,15,1
6350,9,30,23.4,12.5,50,24,8,24.1,100.91,26,-9,Mainly Clear,Good Weather,16,1
6351,3,19,-5.9,-12.3,61,24,26,24.1,99.21,29,-14,Good Weather,Good Weather,0,1
6352,7,22,21.2,14.4,65,29,22,24.1,99.51,25,-9,Mainly Clear,Good Weather,10,1
6353,11,26,-2.2,-3.3,93,15,10,24.1,100.76,29,-6,Good Weather,Good Weather,5,1
6354,5,7,21,2.9,30,29,17,24.1,99.93,29,-9,Mostly Cloudy,Bad Weather,13,0
6355,1,17,-12.6,-13.5,93,23,8,24.1,99.43,29,-18,Clear,Good Weather,4,1
6356,1,10,-10.4,-13.5,78,32,8,24.1,100.83,29,-15,Clear,Good Weather,19,1
6357,2,14,0.4,-2.2,83,16,9,24.1,100.38,29,-9,Good Weather,Good Weather,21,1
6358,3,24,2,-6.9,52,24,18,24.1,100.42,29,-9,Mainly Clear,Good Weather,16,1
6359,7,1,20.8,19.9,95,5,10,24.1,99.7,28,-9,Mostly Cloudy,Bad Weather,19,0
6360,11,8,-0.6,-7.9,58,33,23,24.1,100.9,29,-6,Good Weather,Good Weather,9,1
6361,6,15,15.3,13,86,28,11,24.1,98.6,29,-9,Good Weather,Good Weather,2,1
6362,2,2,-6.4,-11.2,69,21,10,24.1,100.42,29,-11,Good Weather,Good Weather,2,1
6363,4,1,0.1,0,99,6,26,6.4,98.37,29,-9,"Rain,Fog",Bad Weather,5,0
6364,7,8,21.1,12.9,59,19,7,24.1,99.6,29,-9,Good Weather,Good Weather,21,1
6365,1,29,-4.8,-9.8,68,36,3,24.1,101.15,29,-6,Cloudy,Bad Weather,1,0
6366,1,11,-13.1,-15.8,80,6,17,24.1,101.2,29,-21,Good Weather,Good Weather,9,1
6367,9,20,12,7.9,76,29,8,24.1,100.75,29,-9,Good Weather,Good Weather,9,1
6368,3,7,-4,-9.6,65,33,38,12.9,100.31,29,-13,Snow,Bad Weather,14,0
6369,10,29,4.6,-2.2,61,3,9,24.1,100.82,29,-9,Good Weather,Good Weather,15,1
6370,9,17,17.1,12.7,75,20,8,24.1,99.77,29,-9,Mostly Cloudy,Bad Weather,22,0
6371,5,23,18.2,-0.2,28,20,4,24.1,101.12,29,-9,Good Weather,Good Weather,11,1
6372,3,28,2.4,-5.2,57,30,12,24.1,100.64,29,-9,Good Weather,Good Weather,17,1
6373,3,17,2.2,-0.2,85,24,26,24.1,98.59,29,-9,Good Weather,Good Weather,23,1
6374,7,10,18.9,18.6,98,16,7,24.1,99.54,29,-9,Good Weather,Good Weather,23,1
6375,7,27,19.1,18.9,99,4,17,6.4,99.55,29,-9,"Rain,Fog",Bad Weather,8,0
6376,7,9,20.7,16.3,75,25,8,24.1,99.74,26,-9,Good Weather,Good Weather,8,1
6377,8,20,22.1,18.3,79,21,8,24.1,100.21,28,-9,Good Weather,Good Weather,21,1
6378,11,27,0.1,-4,74,25,16,24.1,99.05,29,-9,Cloudy,Bad Weather,19,0
6379,1,30,-9.7,-10.9,91,13,3,12.9,100.63,29,-11,Snow,Bad Weather,20,0
6380,12,19,0.3,0.1,99,31,14,3.2,98.36,29,-9,Snow,Bad Weather,0,0
6381,12,18,5.7,5.7,100,27,19,16.1,97.25,29,-9,Rain,Bad Weather,15,0
6382,3,27,0,-2.3,84,13,4,24.1,100.44,29,-1,Good Weather,Good Weather,8,1
6383,9,7,22.3,20.8,91,21,7,24.1,99.47,31,-9,Good Weather,Good Weather,21,1
6384,10,3,17.4,16.1,92,25,10,24.1,100.6,29,-9,Good Weather,Good Weather,0,1
6385,10,29,3.4,-0.8,74,5,12,24.1,100.51,29,-9,Good Weather,Good Weather,21,1
6386,10,30,0.1,-0.1,99,4,12,3.2,100.03,29,-9,Snow,Bad Weather,4,0
6387,8,8,19.8,18.7,94,24,10,24.1,98.76,29,-9,Good Weather,Good Weather,8,1
6388,6,24,19.9,18.7,93,12,3,3.2,99.82,29,-9,"Heavy Rain Showers,Fog",Bad Weather,2,0
6389,11,14,3.5,-0.9,73,27,10,24.1,101.43,29,-9,Good Weather,Good Weather,17,1
6390,7,20,22.9,17.3,71,18,8,24.1,100.23,28,-9,Good Weather,Good Weather,9,1
6391,4,24,6.9,3.9,81,30,12,24.1,100.33,29,-9,Rain,Bad Weather,12,0
6392,12,12,2.4,-1.7,74,21,25,16.1,100.24,29,-9,Bad_Weather,Bad Weather,15,0
6393,10,25,15.4,14.4,94,17,10,24.1,100.38,29,-9,Rain,Bad Weather,12,0
6394,10,27,18.9,17.5,91,21,12,24.1,99.81,29,-9,Good Weather,Good Weather,14,1
6395,3,2,-0.5,-5.8,67,34,22,24.1,99.88,29,-6,Good Weather,Good Weather,20,1
6396,10,16,10.4,9.6,95,32,14,24.1,99.07,29,-9,Good Weather,Good Weather,2,1
6397,9,7,29,19.9,58,23,12,24.1,99.37,36,-9,Mostly Cloudy,Bad Weather,13,0
6398,3,11,0.7,-7.2,56,35,11,24.1,100.2,29,-9,Good Weather,Good Weather,12,1
6399,12,1,5.5,-1.8,59,31,16,24.1,100.18,29,-9,Good Weather,Good Weather,14,1
6400,4,25,4.9,-0.2,70,21,11,24.1,100.83,29,-9,Good Weather,Good Weather,20,1
6401,3,25,-2.5,-6.4,75,7,22,24.1,100.28,29,-9,Good Weather,Good Weather,8,1
6402,7,10,24.5,19.3,72,30,3,24.1,99.62,32,-9,Good Weather,Good Weather,11,1
6403,7,12,14.3,13.7,96,23,8,24.1,99.76,29,-9,Good Weather,Good Weather,5,1
6404,12,17,4.3,4,97,3,10,9.7,99.74,29,-9,"Rain Showers,Fog",Bad Weather,19,0
6405,1,17,-3.7,-4.6,94,19,3,9.7,98.84,29,-5,"Freezing Rain,Fog",Bad Weather,20,0
6406,1,17,-12.6,-13.6,92,23,12,24.1,99.69,29,-19,Good Weather,Good Weather,0,1
6407,1,22,-3.5,-4,97,16,4,12.9,100.45,29,-5,Bad_Weather,Bad Weather,6,0
6408,12,12,0.2,-1.7,87,23,17,24.1,100.67,29,-9,Good Weather,Good Weather,20,1
6409,3,31,-0.2,-0.9,95,7,19,1.6,100.06,29,-5,Snow,Bad Weather,16,0
6410,3,10,-0.8,-6.8,64,35,13,24.1,100.9,29,-5,Mostly Cloudy,Bad Weather,1,0
6411,12,15,4.2,0.8,79,21,17,24.1,100.91,29,-9,Clear,Good Weather,10,1
6412,8,21,20.5,9.3,48,34,20,24.1,100.78,29,-9,Good Weather,Good Weather,12,1
6413,7,19,18.8,14.7,77,23,10,24.1,100.37,29,-9,Good Weather,Good Weather,8,1
6414,12,11,-1.8,-4.7,81,29,26,24.1,99.69,29,-8,Good Weather,Good Weather,15,1
6415,10,18,9.3,6.1,80,25,9,24.1,100.66,29,-9,Mostly Cloudy,Bad Weather,10,0
6416,6,13,20,12,60,19,14,24.1,99.1,29,-9,Mostly Cloudy,Bad Weather,13,0
6417,8,11,16.8,14.7,87,31,21,24.1,99.24,29,-9,Good Weather,Good Weather,8,1
6418,6,23,18.1,14.5,79,36,2,24.1,100.34,29,-9,Good Weather,Good Weather,6,1
6419,11,7,9.3,8.4,94,28,25,9.7,98.7,29,-9,"Rain,Fog",Bad Weather,9,0
6420,7,26,17,16.6,97,27,6,24.1,100.19,29,-9,Mainly Clear,Good Weather,4,1
6421,9,3,25.6,20,71,19,19,24.1,99.57,33,-9,Good Weather,Good Weather,18,1
6422,9,21,11.8,10.7,93,29,6,24.1,101.31,29,-9,Good Weather,Good Weather,8,1
6423,8,12,14.8,14.1,96,10,8,24.1,99.76,29,-9,Good Weather,Good Weather,6,1
6424,1,10,-9.1,-12.3,77,32,14,24.1,100.47,29,-15,Cloudy,Bad Weather,7,0
6425,4,2,-8,-16.9,49,28,19,24.1,100.6,29,-15,Good Weather,Good Weather,9,1
6426,5,11,26,5.4,26,32,22,24.1,100.15,25,-9,Mostly Cloudy,Bad Weather,16,0
6427,7,6,20,18.8,93,20,10,24.1,100,27,-9,Good Weather,Good Weather,5,1
6428,3,18,1.4,-1.4,82,25,22,16.1,98.74,29,-9,Snow,Bad Weather,0,0
6429,2,12,-3.9,-7.1,78,22,15,24.1,100.36,29,-9,Mainly Clear,Good Weather,7,1
6430,10,31,3.6,-11.6,32,5,6,24.1,100.54,29,-9,Good Weather,Good Weather,14,1
6431,8,2,22.5,13.7,57,22,11,24.1,100.76,26,-9,Good Weather,Good Weather,12,1
6432,7,27,18.9,18.5,98,10,20,4.8,99.56,29,-9,Moderate Rain Showers,Bad Weather,4,0
6433,11,6,-3.5,-8.1,71,4,9,24.1,100.88,29,-7,Good Weather,Good Weather,2,1
6434,11,5,2.5,-2.7,68,34,18,24.1,100.73,29,-9,Good Weather,Good Weather,17,1
6435,2,3,-23.3,-29.2,59,33,23,24.1,100.44,29,-35,Good Weather,Good Weather,5,1
6436,4,30,11,9.1,88,9,34,24.1,98.59,29,-9,Rain,Bad Weather,15,0
6437,1,1,1.6,1.2,98,26,18,16.1,99.78,29,-9,Rain,Bad Weather,9,0
6438,10,2,22.5,14.1,59,15,10,24.1,100.67,26,-9,Good Weather,Good Weather,17,1
6439,3,23,-1.5,-5.2,76,9,13,16.1,100.34,29,-6,Freezing Rain,Bad Weather,0,0
6440,3,18,3,-7.7,45,19,29,24.1,98.87,29,-9,Good Weather,Good Weather,14,1
6441,7,20,15.7,14.8,94,19,4,24.1,100.3,29,-9,Mainly Clear,Good Weather,4,1
6442,1,11,-8.9,-12.2,77,6,18,24.1,100.91,29,-16,Good Weather,Good Weather,15,1
6443,10,20,14.2,11.1,81,28,10,24.1,98.62,29,-9,Good Weather,Good Weather,18,1
6444,8,27,14,11.4,84,34,12,24.1,100.26,29,-9,Mainly Clear,Good Weather,1,1
6445,5,19,20.9,9.6,48,18,32,24.1,100.33,29,-9,Good Weather,Good Weather,12,1
6446,11,18,0.1,-6.2,63,27,13,24.1,100.03,29,-9,Mainly Clear,Good Weather,10,1
6447,3,7,-3.9,-9.9,63,34,27,24.1,100.9,29,-11,Snow,Bad Weather,21,0
6448,2,8,3.2,-3.2,63,27,18,24.1,100.66,29,-9,Good Weather,Good Weather,12,1
6449,4,26,7.1,2.3,72,18,4,24.1,100.84,29,-9,Mostly Cloudy,Bad Weather,19,0
6450,11,25,-0.1,-4.9,70,21,19,24.1,100.89,29,-5,Mostly Cloudy,Bad Weather,19,0
6451,9,13,20.2,11.7,57,22,21,24.1,99.91,29,-9,Good Weather,Good Weather,12,1
6452,8,10,17.6,17.3,98,13,10,9.7,98.86,29,-9,"Rain,Fog",Bad Weather,16,0
6453,11,1,1,-6.2,59,24,10,24.1,100.79,29,-9,Mostly Cloudy,Bad Weather,16,0
6454,10,23,3.7,1.2,84,17,9,24.1,100.99,29,-9,Mostly Cloudy,Bad Weather,22,0
6455,9,9,19.3,10.8,58,32,12,24.1,100.68,29,-9,Good Weather,Good Weather,18,1
6456,6,7,13.3,3.2,50,34,29,1.6,99.06,29,-9,Smoke,Bad Weather,7,0
6457,7,21,19.8,17,84,28,23,24.1,99.16,29,-9,Good Weather,Good Weather,11,1
6458,7,26,24.6,20.3,77,20,13,6.4,99.82,32,-9,Haze,Bad Weather,20,0
6459,1,23,-1.6,-4.3,82,35,17,24.1,99.49,29,-7,Good Weather,Good Weather,11,1
6460,11,8,-0.8,-6.3,67,36,3,24.1,100.65,29,-2,Cloudy,Bad Weather,19,0
6461,4,25,5.9,0.2,67,25,9,24.1,100.72,29,-9,Good Weather,Good Weather,9,1
6462,6,4,12.7,6.4,66,31,3,24.1,100.38,29,-9,Good Weather,Good Weather,23,1
6463,10,12,7.4,7.2,98,22,8,24.1,99.64,29,-9,Good Weather,Good Weather,3,1
6464,7,6,20,18.6,92,18,11,24.1,99.98,26,-9,Mainly Clear,Good Weather,4,1
6465,1,28,-1.9,-8.7,60,28,21,24.1,101.05,29,-8,Mostly Cloudy,Bad Weather,19,0
6466,11,12,1.6,-7.5,51,33,4,24.1,101.91,29,-9,Good Weather,Good Weather,15,1
6467,7,30,15.3,13.4,89,36,5,24.1,99.94,29,-9,Good Weather,Good Weather,23,1
6468,2,26,-12,-13.6,89,9,12,1.6,99.4,29,-18,Snow,Bad Weather,9,0
6469,10,24,8.5,4.8,77,16,8,24.1,100.99,29,-9,Mostly Cloudy,Bad Weather,10,0
6470,12,23,-4,-8.4,71,7,8,24.1,101.42,29,-7,Cloudy,Bad Weather,13,0
6471,4,23,11.3,4.3,62,13,11,24.1,99.94,29,-9,Good Weather,Good Weather,15,1
6472,5,19,21,10.8,52,22,15,24.1,100.15,29,-9,Good Weather,Good Weather,18,1
6473,12,2,0.4,-0.9,91,33,9,24.1,100.35,29,-9,Cloudy,Bad Weather,13,0
6474,5,30,17.9,8,52,12,13,24.1,100.7,29,-9,Good Weather,Good Weather,8,1
6475,12,11,0.4,0.2,99,24,7,24.1,99.23,29,-9,Cloudy,Bad Weather,4,0
6476,8,24,13.4,13.1,98,4,12,24.1,100.2,29,-9,Good Weather,Good Weather,5,1
6477,5,21,21.3,12.2,56,35,20,24.1,100.11,29,-9,Mainly Clear,Good Weather,16,1
6478,2,22,-12.8,-18,65,34,12,24.1,100.8,29,-19,Good Weather,Good Weather,8,1
6479,9,15,12.6,7.9,73,33,7,24.1,100.59,29,-9,Mainly Clear,Good Weather,22,1
6480,8,11,17.2,12.9,75,25,3,24.1,99.65,29,-9,Good Weather,Good Weather,20,1
6481,6,23,22.4,17.3,72,0,1,24.1,99.86,28,-9,Good Weather,Good Weather,23,1
6482,7,24,28.5,17.8,52,15,11,24.1,100.09,34,-9,Good Weather,Good Weather,14,1
6483,3,19,-6.9,-12.3,66,23,22,24.1,99.15,29,-14,Mostly Cloudy,Bad Weather,4,0
6484,9,21,7.8,7.8,100,30,5,24.1,101.12,29,-9,Clear,Good Weather,4,1
6485,12,26,6,3,81,6,7,24.1,100.78,29,-9,Mostly Cloudy,Bad Weather,13,0
6486,3,29,2.1,0.3,88,22,27,16.1,99.52,29,-9,"Rain,Snow",Bad Weather,17,0
6487,1,6,-0.5,-0.8,98,12,8,1.2,99.98,29,-3,"Snow,Fog",Bad Weather,13,0
6488,7,29,18.1,12.5,70,34,13,24.1,99.82,29,-9,Cloudy,Bad Weather,13,0
6489,2,8,5.3,-3.6,53,23,18,24.1,100.57,29,-9,Clear,Good Weather,16,1
6490,2,4,-31.8,-35.5,71,23,8,24.1,102.09,29,-40,Clear,Good Weather,7,1
6491,11,12,1,-7.7,52,31,4,24.1,101.86,29,-9,Mainly Clear,Good Weather,16,1
6492,3,5,2.3,-3.6,65,26,10,24.1,100.75,29,-9,Mainly Clear,Good Weather,19,1
6493,2,20,0.9,-7.6,53,30,35,24.1,99.1,29,-9,Good Weather,Good Weather,14,1
6494,1,22,-3.6,-5.4,88,17,4,24.1,100.66,29,-5,Good Weather,Good Weather,0,1
6495,9,30,12.6,12.3,98,35,8,16.1,100.92,29,-9,Bad_Weather,Bad Weather,2,0
6496,5,9,8.5,-5.6,36,36,8,24.1,100.19,29,-9,Good Weather,Good Weather,0,1
6497,10,3,23.1,17.4,70,20,11,24.1,100.5,29,-9,Clear,Good Weather,19,1
6498,6,4,21.8,2,27,6,30,24.1,100.56,29,-9,Mainly Clear,Good Weather,13,1
6499,7,22,17.5,15.6,88,30,22,24.1,99.28,29,-9,Mostly Cloudy,Bad Weather,1,0
6500,7,17,21.9,15.7,67,18,7,24.1,99.77,26,-9,Good Weather,Good Weather,20,1
6501,6,27,20.2,19.6,96,11,7,24.1,98.92,27,-9,Good Weather,Good Weather,20,1
6502,12,27,3.4,3.4,100,6,17,4,100.47,29,-9,"Rain,Fog",Bad Weather,11,0
6503,6,24,23.6,20.2,81,8,11,24.1,99.71,31,-9,Mostly Cloudy,Bad Weather,10,0
6504,8,9,20.4,16.8,80,23,10,24.1,99.12,26,-9,Good Weather,Good Weather,21,1
6505,5,2,8.4,4.4,76,7,8,24.1,98.31,29,-9,Mostly Cloudy,Bad Weather,19,0
6506,10,2,23.2,11.7,48,24,7,24.1,100.97,25,-9,Good Weather,Good Weather,12,1
6507,3,17,1.4,-0.5,87,9,15,6.4,98.65,29,-9,"Rain,Fog",Bad Weather,10,0
6508,5,26,8,4.2,77,30,8,24.1,101.27,29,-9,Good Weather,Good Weather,6,1
6509,11,6,-4.1,-8.3,73,3,10,24.1,100.9,29,-8,Good Weather,Good Weather,3,1
6510,5,11,17.1,9.1,59,15,11,24.1,100.06,29,-9,Good Weather,Good Weather,21,1
6511,2,25,-22.6,-25.1,80,22,3,24.1,102.06,29,-25,Mostly Cloudy,Bad Weather,4,0
6512,6,29,26.2,13.8,46,26,12,6.4,100.13,29,-9,Smoke,Bad Weather,16,0
6513,11,9,-1.7,-2.5,95,7,31,12.9,99.52,29,-9,"Freezing Rain,Snow",Bad Weather,6,0
6514,12,13,-1.5,-9.8,53,28,35,24.1,101.4,29,-9,Good Weather,Good Weather,11,1
6515,8,19,16.2,12.5,79,25,13,24.1,99.86,29,-9,Good Weather,Good Weather,21,1
6516,9,15,7.5,7.5,100,27,6,24.1,100.91,29,-9,Clear,Good Weather,4,1
6517,3,6,-1.8,-7.3,66,32,22,24.1,100.97,29,-8,Clear,Good Weather,4,1
6518,4,22,21.8,5.7,35,14,33,24.1,99.08,29,-9,Good Weather,Good Weather,17,1
6519,12,27,3.9,3.9,100,7,12,6.4,100.21,29,-9,Fog,Bad Weather,15,0
6520,9,21,8.6,8.4,98,25,4,24.1,101.02,29,-9,Clear,Good Weather,1,1
6521,2,19,4.9,-4.4,51,16,12,24.1,99.64,29,-9,Good Weather,Good Weather,15,1
6522,8,9,26.9,16.4,52,28,21,24.1,99.1,32,-9,Clear,Good Weather,13,1
6523,3,6,-3.6,-9.2,66,33,19,24.1,101.07,29,-10,Good Weather,Good Weather,6,1
6524,10,22,6.6,4.8,89,30,25,24.1,98.19,29,-9,Drizzle,Bad Weather,0,0
6525,4,16,20.4,11.5,56,7,30,24.1,98.93,29,-9,Mainly Clear,Good Weather,19,1
6526,2,9,0.1,-0.3,97,7,29,4,99.52,29,-9,"Freezing Rain,Fog",Bad Weather,17,0
6527,10,29,3.6,-1.9,67,4,10,24.1,100.73,29,-9,Good Weather,Good Weather,17,1
6528,10,8,11.7,5.7,66,25,28,24.1,97.98,29,-9,Good Weather,Good Weather,11,1
6529,7,21,17.5,16.2,92,29,22,24.1,99.34,29,-9,Cloudy,Bad Weather,22,0
6530,10,11,8.9,7.6,92,21,11,24.1,99.48,29,-9,Good Weather,Good Weather,9,1
6531,11,30,4.3,-1.6,66,18,17,24.1,99.41,29,-9,Good Weather,Good Weather,18,1
6532,6,30,22.4,16.4,68,16,9,9.7,100.37,27,-9,Smoke,Bad Weather,10,0
6533,8,11,14.5,13.9,96,27,18,24.1,99.08,29,-9,Good Weather,Good Weather,6,1
6534,11,2,3.5,-3.7,59,20,17,24.1,101.19,29,-9,Mostly Cloudy,Bad Weather,10,0
6535,7,17,19.4,19,97,20,9,24.1,99.44,29,-9,Mainly Clear,Good Weather,1,1
6536,9,30,22.6,11.9,51,1,5,24.1,101.01,25,-9,Mainly Clear,Good Weather,13,1
6537,8,10,17.3,14.6,84,23,10,24.1,99.09,29,-9,Clear,Good Weather,1,1
6538,8,4,17.2,16.5,95,20,10,24.1,99.53,29,-9,Mostly Cloudy,Bad Weather,1,0
6539,11,24,-5.5,-15.1,47,27,18,24.1,100.94,29,-12,Good Weather,Good Weather,12,1
6540,3,31,-0.5,-1.1,95,7,20,4.8,99.83,29,-6,Snow,Bad Weather,20,0
6541,2,14,-2.3,-4,88,25,11,24.1,99.84,29,-6,Good Weather,Good Weather,6,1
6542,2,18,-1,-7.6,61,23,21,24.1,100.49,29,-7,Good Weather,Good Weather,15,1
6543,6,1,32,14.8,35,36,1,24.1,100.51,36,-9,Good Weather,Good Weather,12,1
6544,11,15,7.8,2.6,69,21,11,24.1,100.48,29,-9,Mostly Cloudy,Bad Weather,19,0
6545,8,21,18.4,11,62,35,7,24.1,100.82,29,-9,Good Weather,Good Weather,20,1
6546,10,27,20.2,15.7,75,22,18,24.1,99.76,25,-9,Mostly Cloudy,Bad Weather,16,0
6547,7,7,20.8,19.6,93,25,10,24.1,99.62,28,-9,"Thunderstorms,Rain Showers",Bad Weather,3,0
6548,10,30,1.9,-1.1,81,31,18,24.1,99.95,29,-9,Good Weather,Good Weather,18,1
6549,7,27,23.2,20.1,83,2,14,24.1,99.67,31,-9,Good Weather,Good Weather,12,1
6550,12,30,-0.9,-2.5,89,33,15,24.1,99.06,29,-6,Good Weather,Good Weather,5,1
6551,7,26,17.7,17.1,96,21,13,24.1,100.16,29,-9,Good Weather,Good Weather,2,1
6552,4,26,5.4,1.7,77,13,6,24.1,100.86,29,-9,Mostly Cloudy,Bad Weather,22,0
6553,1,30,-9.9,-11,91,9,5,16.1,100.59,29,-13,Bad_Weather,Bad Weather,21,0
6554,4,15,7.8,-1.5,52,5,10,24.1,99.89,29,-9,Good Weather,Good Weather,6,1
6555,7,1,20.3,18.1,87,29,3,19.3,99.77,26,-9,"Thunderstorms,Rain Showers",Bad Weather,16,0
6556,6,23,25.7,17.5,60,16,7,24.1,99.86,31,-9,Mostly Cloudy,Bad Weather,19,0
6557,12,3,-0.2,-0.4,98,7,30,9.7,99.08,29,-7,Freezing Rain,Bad Weather,18,0
6558,12,23,-10.4,-12.8,82,5,11,24.1,101.58,29,-16,Good Weather,Good Weather,2,1
6559,1,17,-7.2,-9.6,84,36,2,24.1,99.18,29,-8,Good Weather,Good Weather,11,1
6560,10,27,17.1,15.3,89,22,16,24.1,100.02,29,-9,Mostly Cloudy,Bad Weather,10,0
6561,12,25,0.2,-1.1,91,6,7,16.1,101.57,29,-9,Bad_Weather,Bad Weather,9,0
6562,7,7,20.3,19.5,95,24,7,24.1,99.62,27,-9,Mostly Cloudy,Bad Weather,4,0
6563,2,26,-5.2,-6.8,89,32,15,16.1,99.67,29,-11,Bad_Weather,Bad Weather,21,0
6564,12,14,-9,-12.1,79,20,6,24.1,102.09,29,-12,Good Weather,Good Weather,8,1
6565,9,4,29.2,20.3,58,24,11,24.1,99.73,37,-9,Mainly Clear,Good Weather,13,1
6566,7,27,20.7,18.1,85,8,33,16.1,99.74,27,-9,Bad_Weather,Bad Weather,0,0
6567,5,2,8.3,4.9,79,10,17,24.1,98.04,29,-9,Mostly Cloudy,Bad Weather,10,0
6568,8,24,13.4,13.1,98,5,10,24.1,100.2,29,-9,Mainly Clear,Good Weather,4,1
6569,6,6,13.7,9.1,74,30,15,6.4,99.24,29,-9,Smoke,Bad Weather,22,0
6570,5,24,10.7,9.7,93,36,16,4.8,100.5,29,-9,"Rain,Fog",Bad Weather,8,0
6571,11,3,11.1,1.1,50,20,23,24.1,100.39,29,-9,Cloudy,Bad Weather,13,0
6572,10,11,11.9,6.5,69,22,13,24.1,99.46,29,-9,Rain,Bad Weather,14,0
6573,3,31,-5.2,-7.4,85,16,8,24.1,100.93,29,-9,Mainly Clear,Good Weather,7,1
6574,8,1,22.1,10,46,30,13,24.1,100.76,29,-9,Mainly Clear,Good Weather,16,1
6575,7,31,17.8,12.9,73,31,19,24.1,100.2,29,-9,Good Weather,Good Weather,9,1
6576,3,7,-5.5,-11.3,64,31,43,16.1,100.16,29,-15,Snow,Bad Weather,11,0
6577,6,19,14.8,11.6,81,10,8,24.1,100.77,29,-9,Good Weather,Good Weather,23,1
6578,2,16,0.4,-4.3,71,36,9,24.1,100.13,29,-9,Good Weather,Good Weather,18,1
6579,4,27,4.3,2.9,91,7,5,24.1,100.87,29,-9,Good Weather,Good Weather,2,1
6580,5,4,9.3,3.8,68,7,13,24.1,100.31,29,-9,Good Weather,Good Weather,15,1
